geneSys,gene,geneDescr,essential,Eno2_log2fc,Fas1_log2fc,Fas2_log2fc,Htb2_log2fc,Rnr2_log2fc,Rpl9A_log2fc,Ssa1_log2fc,Tdh1_log2fc,Tdh2_log2fc,Tdh3_log2fc,Yhb1_log2fc,Eno2_q,Fas1_q,Fas2_q,Htb2_q,Rnr2_q,Rpl9A_q,Ssa1_q,Tdh1_q,Tdh2_q,Tdh3_q,Yhb1_q,FDR0.05_count
YKL192C,ACP1,"Mitochondrial matrix acyl carrier protein; involved in biosynthesis of octanoate, which is a precursor to lipoic acid; activated by phosphopantetheinylation catalyzed by Ppt2p",TRUE,0.037014220307739376,0.1742285545186949,0.05179471178845244,0.2315939004710702,-0.04551555077188683,0.1954827916667533,0.16953089224341214,-0.18346587172800893,0.15561771388375065,-0.16795395477261113,0.12127211467267714,0.9320787237780859,0.8532310041460445,0.9957617939713213,0.5189270270976855,0.899374302359306,0.49194520653529733,0.8223758048039352,0.7790487072606284,0.9282914178490093,0.9010919300405122,0.9185408415992425,0
YKL191W,DPH2,"Protein required for synthesis of diphthamide; required along with Dph1p, Kti11p, Jjj3p, and Dph5p; diphthamide is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p",FALSE,-0.27950671813165756,0.2807423340058484,0.20472265615795765,0.582160354794879,-0.07469754709118387,-0.7299900396996052,0.3341384998661221,-0.17758031713225406,-0.4528325410184736,-0.05715582644287611,-0.17225595845938446,0.8252293623000827,0.8868105634798743,0.9835550970677007,0.30319821095464844,0.899374302359306,0.12279365602362995,0.8916848971796557,0.8120203843868502,0.8422663125985169,0.9010919300405122,0.8739496709609068,0
YKL189W,HYM1,"Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites of polarized growth during budding and during the mating response",TRUE,0.009923462796788466,0.18107871845820905,0.3374389707338687,0.2177697365673111,0.2153371600335391,0.08901333105020467,0.11786995256024907,0.20144200803107837,0.15393642598669863,0.3247050325694522,-0.34379854088252243,0.9409328315229868,0.8287930510209588,0.9144814381059853,0.5585309060360965,0.8694724304851071,0.621731247090194,0.8629547754923409,0.7297306000935309,0.9243934119482539,0.8187243803307175,0.4454979777707284,0
YKL188C,PXA2,"Subunit of heterodimeric peroxisomal ABC transport complex, with Pxa1p; required for import of long-chain fatty acids into peroxisomes; similar to human adrenoleukodystrophy transportesr ABCD1 and ABCD2, and ALD-related proteins; mutations in ABCD1 cause X-linked adrenoleukodystrophy (X-ALD), a peroxisomal disorder; human ABCD1 and ABCD2 can each partially complement yeast pxa1 pxa2 double null mutant",FALSE,0.21684637188256373,0.4612928566961951,0.25263561593554634,0.293214198641758,0.2693111314313353,0.2960078738295618,0.5180887794602906,-0.5827518666929388,0.5619708735377787,-0.11425972874118065,-0.1824686560421797,0.8252293623000827,0.5475164318140744,0.9835550970677007,0.7641962592055492,0.8320698351559213,0.5452261829678706,0.7126148681718701,0.508389514868614,0.5675300104412098,0.9010919300405122,0.8739496709609068,0
YKL187C,FAT3,"Protein required for fatty acid uptake; protein abundance increases in cortical patches in response to oleate exposure; the authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; FAT3 has a paralog, YLR413W, that arose from the whole genome duplication",FALSE,-0.04285039484070076,-0.05500407021546181,-0.2622930579256463,0.5163530298843141,-0.3298881094317113,-0.2499547050199523,-0.42832738257812636,0.3074435825363798,0.4164352932628122,-0.019345092792176926,0.16727024398463713,0.9347763502769241,0.8992092772273634,0.9865732376289147,0.39995664216658794,0.8563646898197936,0.5671799820776889,0.6815566603709033,0.783606333756717,0.8782509791765362,0.9038697525356573,0.9120942113116087,0
YKL186C,MTR2,mRNA transport regulator; essential nuclear protein; Mex67p and Mtr2p form a mRNA export complex which binds to RNA,TRUE,0.20585174387193858,-0.030180004532195742,0.1030956441557028,-0.1684255723472279,0.2713865719574024,0.12058792224901628,0.2564637722303457,-0.477335934149324,0.008451883118070875,-0.056635933854053425,0.2281932827426336,0.7803510733444994,0.9003483228857104,0.9900021111221705,0.7094326677454993,0.8115914186141534,0.576234075372856,0.7491459316145549,0.46120583066888227,0.9625017536238405,0.9010919300405122,0.8163440838395862,0
YKL185W,ASH1,"Component of the Rpd3L histone deacetylase complex; zinc-finger inhibitor of HO transcription; mRNA is localized and translated in the distal tip of anaphase cells, resulting in accumulation of Ash1p in daughter cell nuclei and inhibition of HO expression; potential Cdc28p substrate",FALSE,0.025546655216032315,0.011663006870052115,-0.2141332242879189,0.30837051855467595,-0.04309921747697663,-0.04172363380248481,-0.2297113208368585,-0.5585880460104654,0.08309638153082487,0.18827750631767012,-0.003574302431248505,0.9347763502769241,0.9003483228857104,0.9835550970677007,0.40381098670772975,0.899374302359306,0.6898236840891446,0.7361497541818925,0.16603472201500327,0.9445493199674018,0.9010919300405122,0.9536692002109531,0
YKL183W,LOT5,Protein of unknown function; gene expression increases in cultures shifted to a lower temperature; protein abundance increases in response to DNA replication stress,FALSE,0.48202796433551154,-0.39659812524256294,0.2111808427583428,0.2823033886776889,0.3665694215547564,0.28271970653199263,-0.17332929395804847,-0.3499218158510362,0.14130793277214782,0.3905919825867782,0.38574155511186503,0.3463339001573919,0.8594549668925658,0.9835550970677007,0.7499978904911156,0.7471357236206788,0.3187774765755531,0.8983428171002298,0.6513871326826559,0.9370878558708492,0.8276433572411317,0.7099070035470904,0
YKL182W,FAS1,"Beta subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities",TRUE,-0.3683289929647109,1.0186717113247579,0.9275541290894781,0.95508366435675085,-0.41119763406594473,-0.9411934330302131,0.5362173292639104,0.7301132045200165,-0.5394688328787948,-1.1102849893117974,-0.48150591859267855,0.5544599288976955,9.984137792514042e-7,4.0182725276678087e-4,0.00607797586716064,0.39101438495400503,0.0051234773721414734,0.20230226808375262,0.38660350373751073,0.43364755673389505,0.07467559955031192,0.34893535985004703,4
YKL181W,PRS1,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease",FALSE,-0.7286940966208534,0.4876795899878259,0.6313592691842529,1.0494329683151125,0.05040760817473295,-1.3689492147206985,-0.276531843876984,0.9317650256529818,-0.2639157180748004,-0.7508030382726253,-0.676584032130244,0.008599700385350056,0.6487513890670934,0.18529125724878379,0.12133446500648715,0.899374302359306,6.547354231524805e-22,0.8823189661911138,0.35215810745190423,0.9066848184441951,0.022860803351192727,0.013187422952139281,4
YKL179C,COY1,Golgi membrane protein with similarity to mammalian CASP; genetic interactions with GOS1 (encoding a Golgi snare protein) suggest a role in Golgi function,FALSE,0.11159443968961193,-0.09577121591846634,-0.2998230882796035,0.1908473911615021,0.426783128021229,0.10894888038133944,0.045623102685574006,0.23814519334425985,0.39007010391790614,-0.42768555563916977,-0.4266221595379035,0.9213867756512546,0.89671937872651,0.9865732376289147,0.7601462282671205,0.8631375463281619,0.6671385038410601,0.9046563851719384,0.7996911822180286,0.8365847946637021,0.8806883041262518,0.607707824115493,0
YKL178C,STE3,"Receptor for a factor pheromone; couples to MAP kinase cascade to mediate pheromone response; transcribed in alpha cells and required for mating by alpha cells, ligand bound receptors endocytosed and recycled to the plasma membrane; GPCR",FALSE,0.12393152082112487,0.25285834750206954,-0.26033440622951065,-0.22578277607146263,0.6555813109841787,-0.3382107110406427,-0.12042794463174415,0.352343501640759,0.1575003872990518,0.44200547012732927,0.1483165464999918,0.9133743575731401,0.89671937872651,0.9886008371553309,0.8008324972403645,0.2660083164787044,0.5356812736165588,0.8983428171002298,0.6782080774274457,0.9303022054711864,0.7073531214481518,0.9255605191590275,0
YKL176C,LST4,"Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface",FALSE,0.15200609785719493,-0.39952642748147815,-0.44563026511805326,-0.153087502006177,-0.23895566046368327,0.2566757677448496,-0.48487161143528545,-0.2853422842532224,0.6690393289154495,0.4279127956858591,0.5977636070884168,0.8830336987428852,0.8532310041460445,0.9766262533894392,0.7839923844405967,0.8545703364590858,0.5449081719157363,0.8511610768673987,0.7827003382846405,0.4778278471496669,0.885442991850608,0.5591103529426272,0
YKL175W,ZRT3,Vacuolar membrane zinc transporter; transports zinc from storage in the vacuole to the cytoplasm when needed; transcription is induced under conditions of zinc deficiency,FALSE,-0.12504170408764548,0.3229297785585858,0.2984677126371879,-0.47368103060582983,-0.27056910962131137,0.40284453621279426,-0.2531402934544981,0.36981161522640515,0.21030821157699653,-0.09251522594489671,0.10167500854181329,0.9022732093601641,0.6933644694123836,0.915761703077645,0.47270644820470753,0.8694724304851071,0.4200021762072282,0.8983428171002298,0.7698434255682454,0.9210093808854138,0.9010919300405122,0.9299768885946823,0
YKL173W,SNU114,GTPase component of U5 snRNP involved in mRNA splicing via spliceosome; binds directly to U5 snRNA; proposed to be involved in conformational changes of the spliceosome; similarity to ribosomal translocation factor EF-2,TRUE,0.43392492229299323,0.28056721843490123,0.28889944253799943,0.7618523027224181,0.5644280758563505,-0.44490881566058804,0.36980459415827854,0.3240707352791929,0.9796707328685779,0.6504133795190356,0.3919661616737108,0.3473919773416258,0.8881501277296744,0.9533037415399727,0.3687463999176504,0.2561496152997217,0.3402511075219444,0.8195570092999944,0.7592189063343,0.37851289652773357,0.6303704777689111,0.7324210961044754,0
YKL172W,EBP2,"Required for 25S rRNA maturation and 60S ribosomal subunit assembly; localizes to the nucleolus and in foci along nuclear periphery; constituent of 66S pre-ribosomal particles; cooperates with Rrs1p and Mps3p to mediate telomere clustering by binding Sir4p, but is not involved in telomere tethering",TRUE,-0.6456099839888787,0.496949091329798,0.26134645362309306,0.28358946558904063,-0.3646915455301738,0.5290074149834799,0.10239168464158428,0.4343131430983024,-0.35299450196178767,0.3468855841441695,-0.2480482338558427,0.5475643435998763,0.4143168458441813,0.9835550970677007,0.7862583710747785,0.8718925165365746,0.015369728536297811,0.9080761269083667,0.7302190605593147,0.6096469560739927,0.8573233907599378,0.7711564111199416,1
YKL171W,NNK1,"Protein kinase; implicated in proteasome function; interacts with TORC1, Ure2 and Gdh2; overexpression leads to hypersensitivity to rapamycin and nuclear accumulation of Gln3; epitope-tagged protein localizes to the cytoplasm",FALSE,-0.2543778966724136,-0.6461582446648105,-0.38193952522010577,-0.2408249969051997,-0.28055084249386747,0.5275751300798861,0.6589474357412949,-0.6359076330447612,0.3930593830971234,-0.4674078368802024,-0.2561296356522119,0.7783476924492931,0.689471884993416,0.9835550970677007,0.7247886494140952,0.8192954542525627,0.15572539664155327,0.5500719398342153,0.5393235417800964,0.8978773475745595,0.7337252687082604,0.5640736583177989,0
YKL168C,KKQ8,"Putative serine/threonine protein kinase with unknown cellular role; KKQ8 has a paralog, HAL5, that arose from the whole genome duplication",FALSE,0.1868278344051615,-0.5328933331694864,0.22991990706496865,-0.4510798905881554,0.24711302194317908,0.07817887430706238,0.21908814326923748,0.6021827448087737,0.3146394744750214,0.12088419920100246,0.13694387099807423,0.9078010210471195,0.887451370963737,0.9885979994596145,0.6546707035029905,0.885775246538009,0.7196541478316136,0.8942855008004571,0.741932761577854,0.9331355220596853,0.9010919300405122,0.9217822573223307,0
YKL166C,TPK3,"cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase; TPK3 has a paralog, TPK1, that arose from the whole genome duplication",FALSE,-0.48231659964368484,-0.2523575631074694,0.214183240803771,0.22702361730683607,-0.13913639398755082,-0.3412032648298593,0.6080331966272828,0.5299560651035942,-0.31109428536249534,-0.2722275777213383,-0.036730862407064406,0.5565790814877173,0.89671937872651,0.9885979994596145,0.7936140714376089,0.899374302359306,0.3193637598035844,0.48009911169675623,0.5224924161192365,0.8974858667505603,0.9010919300405122,0.9518137527925558,0
YKL165C-A,YKL165C-A,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",FALSE,-0.11654650282636779,-0.022677225334277008,0.011691386429373285,0.04868437885972531,0.21534588255356546,0.1852757555363421,0.17670198069092716,-0.3301206427574714,-0.32742237877649844,0.40699767987187613,0.14406156447308863,0.9065479560979406,0.9003483228857104,0.9978787921200588,0.8228450760376215,0.8750569206536146,0.5255702362472199,0.8595036336049552,0.6346876475571787,0.7543126260849965,0.7588166041107753,0.8981323646314735,0
YKL165C,MCD4,Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol,TRUE,0.541197691558875,-0.4672915253141384,0.34023485119987007,0.4164902730114734,0.3702007391250599,-0.6675850410887878,-0.34486136722942373,0.5071884040877892,0.7142121772629881,-0.5084066731114315,-0.2905386657683766,0.019770629924775227,0.8222981591192658,0.8478349155411261,0.5489231535653545,0.5566654753280748,0.3736028596015587,0.7447699065109519,0.5712897196266802,0.6740914359144276,0.7048417927696033,0.788742979082955,1
YKL164C,PIR1,"O-glycosylated protein required for cell wall stability; attached to the cell wall via beta-1,3-glucan; mediates mitochondrial translocation of Apn1p; expression regulated by the cell integrity pathway and by Swi5p during the cell cycle; PIR1 has a paralog, YJL160C, that arose from the whole genome duplication",FALSE,0.06429128434119423,-7.085406929316521e-4,0.10474336419055848,-0.14287960650235576,-0.2521344243197194,0.07184530407532982,-0.06701915546801,0.4817059097478679,-0.09930851603652201,0.11478786384723444,-0.1224123919672868,0.9290934639311131,0.9088549519914897,0.9900021111221705,0.7489918885479665,0.8676658616445609,0.6778240154994598,0.8962488307149951,0.5481095099812439,0.9481945610521033,0.9010919300405122,0.9217822573223307,0
YKL163W,PIR3,"O-glycosylated covalently-bound cell wall protein; required for cell wall stability; expression is cell cycle regulated, peaking in M/G1 and also subject to regulation by the cell integrity pathway; coding sequence contains length polymorphisms in different strains; PIR3 has a paralog, HSP150, that arose from the whole genome duplication",FALSE,-0.18984129588411447,0.09168773431224861,0.3319364554317631,-0.04906008810470701,0.14882821602587862,0.42620666366162696,0.12988670991305387,0.046409276225822665,0.5556496199245436,0.24598280979282974,0.1116689365335603,0.8305873605317127,0.89671937872651,0.9810839828756727,0.8228450760376215,0.899374302359306,0.16571015879022444,0.8629547754923409,0.8446129697895808,0.16740722078916973,0.9010919300405122,0.9217822573223307,0
YKL162C,YKL162C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion,FALSE,-0.06152240676753814,0.08195077039744417,-0.5311871911770907,-0.25565894018504726,-0.2505775259819575,-0.05299345987263976,0.11869118695052377,0.0947036116390381,0.24294234837636636,0.05324114909958923,0.608870601627804,0.9305659324704482,0.89671937872651,0.8897468223580433,0.6275467547227938,0.894326104876925,0.6979613249404093,0.8854582424543161,0.8239559923314171,0.9303022054711864,0.9035285260128316,0.3145995180191856,0
YKL161C,KDX1,"Protein kinase; implicated in Slt2p mitogen-activated (MAP) kinase signaling pathway; interacts with numerous components in the mating pheromone and CWI MAPK pathways; associates with Rlm1p; KDX1 has a paralog, SLT2, that arose from the whole genome duplication",FALSE,-0.5021364006813771,-0.9016360815968014,-0.02540840733644594,-0.10765787637929419,0.379460561446489,-0.5537047908534656,0.37870009684653233,-0.35845662598936107,-0.35607684696094716,0.38345330648383624,-0.09837420761234521,0.728056428037737,0.6319852272722835,0.998500356632898,0.8497651630830051,0.7955611238273022,0.09934831199304482,0.750588970170819,0.7565804435102401,0.7793047356016466,0.8806883041262518,0.9354059108823453,0
YKL159C,RCN1,Protein involved in calcineurin regulation during calcium signaling; has similarity to H. sapiens DSCR1 which is found in the Down Syndrome candidate region,FALSE,0.25781615746997755,0.010658856462718743,-0.20005394285004058,0.09942397911244312,0.3508586898526188,0.37673305710260807,0.04062859740101725,-0.17603712155018153,-0.03959937441754656,0.19678742018379958,0.012123039716881069,0.7221763587090708,0.9004582696549481,0.9835550970677007,0.771386952764188,0.4540287980310037,0.1988130050716402,0.8983428171002298,0.7639167718265586,0.9592047528488279,0.9010919300405122,0.9520992931724639,0
YKL157W,APE2,"Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog, AAP1, that arose from the whole genome duplication",FALSE,-0.005304039907114774,0.40248629256288176,0.351883299184614,-0.1923180815762496,0.26526994795827724,0.08193195611551848,0.06441984009810797,0.4123576596469145,-0.10133218970963793,0.11293298561970684,0.05277830272079168,0.9422783085781977,0.7592631348194904,0.9835550970677007,0.7326155932183215,0.8749247996126145,0.6771347858916538,0.8953606869199141,0.6892152408905207,0.9497082594385282,0.9010919300405122,0.9469506149867853,0
YKL155C,RSM22,Mitochondrial ribosomal protein of the small subunit; also predicted to be an S-adenosylmethionine-dependent RNA methyltransferase,FALSE,0.24781874624904462,-0.3280211130637133,-0.22590648158022317,-0.2751517051235743,0.23926607913602418,0.5664350781163288,0.6940131709881738,-0.5194188460743924,-0.5349062533798276,0.34136281199747315,0.3345170009743249,0.8509294418391938,0.8508498332296254,0.9835550970677007,0.6687841846520393,0.8631375463281619,0.03422831767093849,0.567156433545948,0.48876811602908804,0.5675300104412098,0.8593330363945307,0.6770475807953501,1
YKL154W,SRP102,"Signal recognition particle (SRP) receptor beta subunit; involved in SRP-dependent protein targeting; anchors the alpha subunit, Srp101p to the ER membrane",TRUE,-0.18419800006421128,-0.43699691494021814,-0.12347661579931868,-0.2973532670258696,0.11209494400905128,-0.3233764097432984,0.17162123610057092,0.24075534056918665,0.16630676105184036,0.39165622897925734,-0.2880489776597676,0.9078010210471195,0.5113275670035693,0.9900021111221705,0.666739940296484,0.899374302359306,0.31481416882108926,0.8983428171002298,0.81356912504715,0.926286276684413,0.8475857077729987,0.6325973587228109,0
YKL152C,GPM1,Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis,TRUE,0.8028436379709172,-0.5080329081982659,-0.3110620432156461,0.8429046916751423,0.2792616658485183,-0.06876052127314772,1.2254815489660018,3.0999724382327023,2.0169390233042575,0.9113339725178867,0.420177241696909,0.0015337429192254315,0.7841803045908732,0.9835550970677007,0.01938193537012843,0.8662386742666273,0.7240799188526855,1.3918275890745987e-5,6.634625127829689e-43,1.3547760916765967e-16,0.03734734213586494,0.7633879594102029,6
YKL151C,NNR2,Widely-conserved NADHX dehydratase; converts (S)-NADHX to NADH in ATP-dependent manner; YKL151C promoter contains STREs (stress response elements) and expression is induced by heat shock or methyl methanesulfonate; downstream intergenic region drives antisense expression and mediates coordinated regulation of YKL151C and GPM1 phosphoglycerate mutase; protein abundance increases in response to DNA replication stress; homolog of Carkd in mammals and C-terminus of YjeF in E.coli,FALSE,-0.055367805765084925,0.27111676442091376,0.1683342030983223,0.21315795249909728,0.19769089818820512,0.13544491487713012,-0.10185753819393029,-0.00876944881549323,-0.1382356296512815,-0.2404321950838971,0.13585413747370362,0.9213867756512546,0.7586102547259779,0.9885979994596145,0.5721746121593527,0.8808669986639351,0.5749534299944323,0.8815068768466359,0.8558011033722074,0.9364453189281936,0.9010919300405122,0.8981323646314735,0
YKL150W,MCR1,Mitochondrial NADH-cytochrome b5 reductase; involved in ergosterol biosynthesis,FALSE,0.22858726566429213,0.21957846874807604,0.1239813425937473,0.13434228161296294,0.1104398518999333,-0.46434159505174677,-0.18392751150528425,0.20506292949803553,-0.09247654468962431,0.5401989385002879,-0.13618893580377428,0.8169048983755218,0.8532310041460445,0.9900021111221705,0.7723381154982074,0.899374302359306,0.2167351693687371,0.8565274201720362,0.7769389227801885,0.9536445407971988,0.6053906136131189,0.9217822573223307,0
YKL149C,DBR1,"RNA lariat debranching enzyme; catalyzes debranching of lariat introns formed during pre-mRNA splicing; required for efficient Ty1 transposition; knockdown of human homolog Dbr1 rescues toxicity of RNA-binding proteins TDP-43 and FUS which are implicated in amyotrophic lateral sclerosis (ALS), suggests potential therapeutic target for ALS and related TDP-43 proteinopathies; human homolog DBR1 can complement yeast dbr1 null mutant",FALSE,-0.5320028606629422,0.4439423155095647,-0.31283106298070007,-0.9824240659226561,0.2856971253828593,0.19170220545626918,0.10832205867735015,-0.4234314186342453,-0.7045658949448027,0.4094755423841348,0.05216366621619626,0.6499386108877687,0.6569341561292199,0.9835550970677007,0.07896068614589623,0.873018409695346,0.6874675406560113,0.9106947015596203,0.6549057221787046,0.6440842289104488,0.8016063607868571,0.9414910538789567,0
YKL148C,SDH1,Flavoprotein subunit of succinate dehydrogenase; couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; FAD binding to Sdh1p is required for the assembly of the succinate dehydrogenase subunits; mutations in human ortholog SDHA are associated with Leigh syndrome,FALSE,-0.16306780590172532,-0.23862278200971537,0.41803867820087504,-0.36992955107477504,0.48051819642354604,-0.25214323281470724,0.16319451854954237,0.4327797869906081,0.2919055353478159,0.5524214094467782,-0.35940812445429043,0.8261841464964016,0.8881501277296744,0.8554189332929899,0.46889021308626666,0.8185581306759818,0.5899507739073109,0.9106947015596203,0.15687700871022664,0.7800842275797273,0.7067782335848025,0.16032562650863236,0
YKL146W,AVT3,Vacuolar transporter; exports large neutral amino acids from the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters,FALSE,0.3901469080778802,0.4248718143832127,0.31110947277672424,0.5026911272776032,-0.28698222565900816,-0.3547078697522719,-0.4067560279259342,-0.5391904057097842,-0.5912816560066069,0.08130502180523741,-0.28256821776383545,0.5360869711471045,0.7404487323884329,0.9423776918173347,0.6067798687955366,0.8907295243825164,0.5239430859174719,0.8144652530822877,0.6745202801676417,0.5002910703217909,0.9010919300405122,0.8739496709609068,0
YKL145W,RPT1,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance,TRUE,-0.33332200829523545,-0.3114772610069628,-0.2519782659446675,0.37119725488331623,0.3175975641450926,0.31324694138619397,-0.5453403619038425,0.40544771421265435,0.3964417887005027,0.14352621679913252,0.5802869603970825,0.7679420117296548,0.8463187337520457,0.9835550970677007,0.36848515322153874,0.8694724304851071,0.4808053750438655,0.6495397896116085,0.6850217809376925,0.7800842275797273,0.9010919300405122,0.010878285985325134,1
YKL144C,RPC25,RNA polymerase III subunit C25; required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p,TRUE,-0.6244485186999555,-0.6199179537436974,-0.4347678321017993,-0.4123458636251408,-0.980469499221021,-0.3116583489832349,0.28286270165460875,0.34868206043133665,-0.30414036404610295,-0.7206430618630292,0.17607799272486926,0.21751579062263302,0.0709448676192924,0.26087178674826395,0.47738644543409847,0.033093460062760614,0.6748343840843981,0.8942855008004571,0.5393235417800964,0.6716031992452806,0.5579809299862697,0.850155716570072,1
YKL142W,MRP8,Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; protein abundance increases in response to DNA replication stress; originally thought to be a mitochondrial ribosomal protein based on sequence analysis,FALSE,-0.09351516870334417,0.085446563937465,0.17810272987359912,-0.13057850457704734,0.10428638769110551,0.4468178041081646,-0.10297373748234585,0.14380708356366045,0.08402560153756662,-0.3396141755580771,-0.06206423949518819,0.9213867756512546,0.89671937872651,0.9886008371553309,0.771058085759951,0.899374302359306,0.2849751519890186,0.8938206235180832,0.7996911822180286,0.957552913083892,0.8885897046380453,0.9401562734111644,0
YKL141W,SDH3,"Subunit of succinate dehydrogenase and of TIM22 translocase; functions as cytochrome b subunit of succinate dehydrogenase, which couples oxidation of succinate to transfer of electrons to ubiquinone as part of the TCA cycle and the mitochondrial respiratory chain; also required for mitochondrial inner membrane protein import as part of the TIM22 complex; SDH3 has a paralog, SHH3, that arose from the whole genome duplication",TRUE,-0.22665440737662865,0.5322609095786538,0.21569893690994854,-0.3671002017810756,-0.0361669119945015,-0.02051749856435652,-0.2041904216889182,0.13815259030928057,0.4386771935676838,0.11948645274946905,-0.27702918525820175,0.8509294418391938,0.22723562808982964,0.9835550970677007,0.5371293513177706,0.9136999700733112,0.7288036454994852,0.8179234575794622,0.8286582606398837,0.44846797751177103,0.9010919300405122,0.8242736304905591,0
YKL139W,CTK1,"Catalytic (alpha) subunit of C-terminal domain kinase I (CTDK-I); phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity; required for H3K36 trimethylation but not dimethylation by Set2p; suggested stimulatory role in 80S formation during translation initiation; similar to the Drosophila dCDK12 and human CDK12 and probably CDK13",FALSE,-0.46862671696097735,-0.21261208194407863,0.49790191347793356,0.504238891691092,-0.12453835254869121,0.13090325958889204,0.12492898011793041,0.29633784215355896,-0.7991163769233364,0.10698615296239292,-0.9016793200101526,0.2637842207868002,0.89671937872651,0.7910788030833279,0.09758799932270168,0.899374302359306,0.722736482611562,0.8942855008004571,0.7890861273345223,0.14905358744621114,0.9010919300405122,0.0984338513884738,0
YKL138C,MRPL31,Mitochondrial ribosomal protein of the large subunit,FALSE,0.1118455142326434,-0.257904433867852,NA,-0.0848879480862019,0.34459435185396725,0.3366079358378645,1.2521200292640213,0.05468010226372833,0.5605148533549642,0.7983800714165953,-0.10313776061906067,0.9185387543502155,0.887451370963737,NA,0.8223373774789562,0.8631375463281619,0.4379084309173366,0.056175799670845204,0.8447368075796439,0.5467787282459889,0.4307493311211571,0.9332497421487131,0
YKL135C,APL2,Beta-adaptin subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; protein abundance increases in response to DNA replication stress,FALSE,-0.20621788633949148,-0.208914607282697,-0.34428655259845675,-0.16978082538202233,0.11817629896653034,-0.29454259098937796,0.12551954953236677,0.4782765945120371,-0.285719630821239,0.2864511706588902,-0.24655675705046065,0.8509294418391938,0.89671937872651,0.8560530796398846,0.8085338660906906,0.899374302359306,0.4446943322545933,0.9080761269083667,0.5393235417800964,0.8494603581988337,0.8885897046380453,0.8287753034350196,0
YKL134C,OCT1,"Mitochondrial intermediate peptidase; cleaves destabilizing N-terminal residues of a subset of proteins upon import, after their cleavage by mitochondrial processing peptidase (Mas1p-Mas2p); may contribute to mitochondrial iron homeostasis",FALSE,0.3038494207799105,0.27283143249865927,-0.43208835413836344,-0.18469897345500322,-0.4890047904547832,0.55835467297069,-0.5686336994914852,-0.42119003968513885,0.39306617008407885,0.4114711285416484,-0.3351751489099402,0.7953905632163247,0.8992092772273634,0.7910788030833279,0.7984808678661859,0.6066156807799475,0.0738848531795451,0.7249385721537019,0.741932761577854,0.8861860791340782,0.8138378427079302,0.6555035687132753,0
